sl_no,item_code,baan_company,item_name,item_description,features,image,dimensions,ware_house,consumer_basic,ed,pkg,total,item_color,item_category,item_category_code,price_date,created_by,created_date,created_time,timestamp_value,remarks,status
551,STTDUA1S0203,240,TDU 750X690 TR WH/BO.WHT SHF,TDU 750X690 TR WH/BO.WHT SHF,,TDU_img2_1.jpg,690H X 750W X 470D,F53,13354,1369,,14723,203 : Bond White Body with White Translucent  Shutters (With and Without Shelves),Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016,,1
552,STTDUA2S0203,240,TDU 750X1169 TR WH/BO.WHT SHF,TDU 750X1169 TR WH/BO.WHT SHF,,TDU_img2_2.jpg,1169H X 750W X 470D,F53,15200,1558,,16758,204 : Bond White Body with White Translucent  Shutters (With and Without Shelves),Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
553,STTDUB1S0203,240,TDU 900X690 TR WH/BO.WHT SHF,TDU 900X690 TR WH/BO.WHT SHF,,TDU_img2_3.jpg,690H X 900W X 470D,F53,14831,1520,,16351,205 : Bond White Body with White Translucent  Shutters (With and Without Shelves),Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016,,1
554,STTDUB1N0203,240,TDU 900X690 TR WH/BO.WHT,TDU 900X690 TR WH/BO.WHT,,TDU_img2_4.jpg,690H X 900W X 470D,F53,14338,1470,,15808,206 : Bond White Body with White Translucent  Shutters (With and Without Shelves),Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
555,STTDUB2S0203,240,TDU 900X1169 TR WH/BO.WHT SHF,TDU 900X1169 TR WH/BO.WHT SHF,,TDU_img2_5.jpg,1169H X 900W X 470D,F53,17009,1743,,18752,207 : Bond White Body with White Translucent  Shutters (With and Without Shelves),Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
556,STTDUB2N0203,240,TDU 900X1169 TR WH/BO.WHT,TDU 900X1169 TR WH/BO.WHT,,TDU_img2_6.jpg,1169H X 900W X 470D,F53,16074,1648,,17722,208 : Bond White Body with White Translucent  Shutters (With and Without Shelves),Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
557,STTDUB3S0203,240,TDU 900X2000 TR WH/BO.WHT SHF,TDU 900X2000 TR WH/BO.WHT SHF,,TDU_img2_7.jpg,2000H X 900W X 470D,F53,24062,2466,,26528,209 : Bond White Body with White Translucent  Shutters (With and Without Shelves),Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
558,STTDUB3N0203,240,TDU 900X2000 TR WH/BO.WHT,TDU 900X2000 TR WH/BO.WHT,,TDU_img2_8.jpg,2000H X 900W X 470D,F53,21809,2235,,24044,210 : Bond White Body with White Translucent  Shutters (With and Without Shelves),Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
559,STTDUC1S0203,240,TDU 1200X690 TR WH/BO.WHT SHF,TDU 1200X690 TR WH/BO.WHT SHF,,TDU_img1_1.jpg,690H X 1200W X 470D,F53,17662,1810,,19472,211 : Bond White Body with White Translucent  Shutters (With and Without Shelves),Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
560,STTDUC1N0203,240,TDU 1200X690 TR WH/BO.WHT,TDU 1200X690 TR WH/BO.WHT,,TDU_img1_2.jpg,690H X 1200W X 470D,F53,16738,1716,,18454,212 : Bond White Body with White Translucent  Shutters (With and Without Shelves),Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
561,STTDUC2S0203,240,TDU 1200X1169 TR WH/BO.WHT SHF,TDU 1200X1169 TR WH/BO.WHT SHF,,TDU_img1_3.jpg,1169H X 1200W X 470D,F53,20000,2050,,22050,213 : Bond White Body with White Translucent  Shutters (With and Without Shelves),Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
562,STTDUC2N0203,240,TDU 1200X1169 TR WH/BO.WHT,TDU 1200X1169 TR WH/BO.WHT,,TDU_img1_4.jpg,1169H X 1200W X 470D,F53,18954,1943,,20897,214 : Bond White Body with White Translucent  Shutters (With and Without Shelves),Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
563,STTDUC3S0203,240,TDU 1200X2000 TR WH/BO.WHT SHF,TDU 1200X2000 TR WH/BO.WHT SHF,,TDU_img1_5.jpg,2000H X 1200W X 470D,F53,25982,2663,,28645,215 : Bond White Body with White Translucent  Shutters (With and Without Shelves),Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
564,STTDUC3N0203,240,TDU 1200X2000 TR WH/BO.WHT,TDU 1200X2000 TR WH/BO.WHT,,TDU_img1_6.jpg,2000H X 1200W X 470D,F53,22277,2283,,24560,216 : Bond White Body with White Translucent  Shutters (With and Without Shelves),Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
565,STBKNWSB074,240,KD BOOK RACKS SINGLE SIDED WOOD & STEEL BOOK RACK BASE UNIT,KD BOOK RACKS SINGLE SIDED WOOD & STEEL BOOK RACK BASE UNIT,,KD_Bookrack_img1.jpg,1890Hx900Wx300D,F53,16129,1653,,17782," 074-Kitchen  Metallic Silver / White Cedar Laminate for Wooden Side Panels. For XXX - 201 : Snowbell Grey, 203 : Bond White",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
566,STBKNWSA074,240,KD BOOK RACKS SINGLE SIDED WOOD & STEEL BOOK RACK ADD ON UNIT,KD BOOK RACKS SINGLE SIDED WOOD & STEEL BOOK RACK ADD ON UNIT,,KD_Bookrack_img2.jpg,1890Hx900Wx300D,F53,13037,1336,,14373," 074-Kitchen  Metallic Silver / White Cedar Laminate for Wooden Side Panels. For XXX - 201 : Snowbell Grey, 203 : Bond White",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
567,STBKNWDB074,240,KD BOOK RACKS DOUBLE SIDED WOOD & STEEL BOOK RACK BASE UNIT,KD BOOK RACKS DOUBLE SIDED WOOD & STEEL BOOK RACK BASE UNIT,,KD_Bookrack_img3.jpg,1890Hx900Wx590D,F53,27852,2855,,30707," 074-Kitchen  Metallic Silver / White Cedar Laminate for Wooden Side Panels. For XXX - 201 : Snowbell Grey, 203 : Bond White",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
568,STBKNWDA074,240,KD BOOK RACKS DOUBLE SIDED WOOD & STEEL BOOK RACK ADD ON UNIT,KD BOOK RACKS DOUBLE SIDED WOOD & STEEL BOOK RACK ADD ON UNIT,,KD_Bookrack_img4.jpg,1890Hx900Wx590D,F53,22916,2349,,25265," 074-Kitchen  Metallic Silver / White Cedar Laminate for Wooden Side Panels. For XXX - 201 : Snowbell Grey, 203 : Bond White",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
569,STBKRSSBXXX,240,KD BOOK RACKS SINGLE SIDED STEEL BOOK RACK BASE UNIT,KD BOOK RACKS SINGLE SIDED STEEL BOOK RACK BASE UNIT,,KD_Bookrack_img5.jpg,1850Hx900Wx316D,F53,10576,1084,,11660," 074-Kitchen  Metallic Silver / White Cedar Laminate for Wooden Side Panels. For XXX - 201 : Snowbell Grey, 203 : Bond White",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
570,STBKRSSAXXX,240,KD BOOK RACKS SINGLE SIDED STEEL BOOK RACK ADD ON UNIT,KD BOOK RACKSSINGLE SIDED STEEL BOOK RACK ADD ON UNIT,,KD_Bookrack_img6.jpg,1850Hx900Wx316D,F53,10032,1028,,11060," 074-Kitchen  Metallic Silver / White Cedar Laminate for Wooden Side Panels. For XXX - 201 : Snowbell Grey, 203 : Bond White",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
571,STBKRSDBXXX,240,KD BOOK RACKS DOUBLE SIDED STEEL BOOK RACK BASE UNIT,KD BOOK RACKS DOUBLE SIDED STEEL BOOK RACK BASE UNIT,,KD_Bookrack_img7.jpg,1850Hx900Wx600D,F53,17184,1761,,18946," 074-Kitchen  Metallic Silver / White Cedar Laminate for Wooden Side Panels. For XXX - 201 : Snowbell Grey, 203 : Bond White",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
572,STBKRSDAXXX,240,KD BOOK RACKS DOUBLE SIDED  STEEL BOOK RACK ADD ON UNIT,KD BOOK RACKS DOUBLE SIDED  STEEL BOOK RACK ADD ON UNIT,,KD_Bookrack_img8.jpg,1850Hx900Wx600D,F53,16029,1643,,17672," 074-Kitchen  Metallic Silver / White Cedar Laminate for Wooden Side Panels. For XXX - 201 : Snowbell Grey, 203 : Bond White",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
573,STBKRSS0074,240,KD BOOK RACKS STAND FOR SINGLE SIDED FOR STEEL UNIT ONLY,KD BOOK RACKS STAND FOR SINGLE SIDED FOR STEEL UNIT ONLY,,KD_Bookrack_img9.jpg,125HX900WX316D,F53,1280,131,,1411," 074-Kitchen  Metallic Silver / White Cedar Laminate for Wooden Side Panels. For XXX - 201 : Snowbell Grey, 203 : Bond White",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
574,STBKRSD0074,240,KD BOOK RACKS STAND FOR DOUBLE SIDED FOR STEEL UNIT ONLY,KD BOOK RACKS STAND FOR DOUBLE SIDED FOR STEEL UNIT ONLY,,KD_Bookrack_img10.jpg,125HX900WX600D,F53,1606,165,,1771," 074-Kitchen  Metallic Silver / White Cedar Laminate for Wooden Side Panels. For XXX - 201 : Snowbell Grey, 203 : Bond White",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
575,STOW1SS1XXX,241,Welded Model W1 Single Static 1 Bay Push Pull Type,Welded Model W1 Single Static 1 Bay Push Pull Type,,,SS1( 1980H x 915W x 457D),F53,23119,2370,,25489,"205 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
576,STOW1SL1XXX,241,Welded Model W1 Single Last   1 Bay Push Pull Type,Welded Model W1 Single Last   1 Bay Push Pull Type,,,SL1( 1980H x 915W x 457D),F53,25374,2601,,27975,"206 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
577,STOW1TM1XXX,241,Welded Model W1 Twin Mobile   1Bay Push Pull Type,Welded Model W1 Twin Mobile   1Bay Push Pull Type,,,TM1( 1980H x 915W x 457D),F53,45017,4614,,49631,"207 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
578,STOW1SS2XXX,241,Welded Model W1 Single Static 2 Bay Push Pull Type,Welded Model W1Single Static 2 Bay Push Pull Type,,,SS2( 1980H x 915W x 457D),F53,43247,4433,,47680,"208 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
579,STOW1SL2XXX,241,Welded Model W1 Single Last   2 Bay Push Pull Type,Welded Model W1 Single Last   2 Bay Push Pull Type,,,SL2( 1980H x 915W x 457D),F53,45263,4639,,49903,"209 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
580,STOW1TM2XXX,241,Welded Model W1 Twin Mobile  2 Bay Push Pull Type,Welded Model W1 Twin Mobile  2 Bay Push Pull Type,,,TM2( 1980H x 915W x 457D),F53,83871,8597,,92468,"210 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
581,STOW1SD2XXX,241,Welded Model W1 Single Static Drive Cover Unit  2 Bay,Welded Model W1 Single Static Drive Cover Unit  2 Bay,,,SD2( 1980H x 915W x 457D),F53,45509,4665,,50174,"211 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
582,STOW1LD2XXX,241,Welded Model W1 Single Last Drive Unit 2 Bay,Welded Model W1 Single Last Drive Unit 2 Bay,,,LD2( 1980H x 915W x 457D),F53,56907,5833,,62740,"212 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
583,STOW1TD2XXX,241,Welded Model W1 Twin Mobile Drive Unit 2 Bay,Welded Model W1 Twin Mobile Drive Unit 2 Bay,,,TD2( 1980H x 915W x 457D),F53,97640,10008,,107648,"213 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
584,STOW1SD3XXX,241,Welded Model W1 Single Static Drive Cover Unit  3 Bay,Welded Model W1 Single Static Drive Cover Unit  3 Bay,,,SD3( 1980H x 915W x 457D),F53,65630,6727,,72357,"214 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
585,STOW1LD3XXX,241,Welded Model W1 Single Last Drive Unit 3 Bay,Welded Model W1 Single Last Drive Unit 3 Bay,,,LD3( 1980H x 915W x 457D),F53,77286,7922,,85208,"215 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
586,STOW1TD3XXX,241,Welded Model W1 Twin Mobile Drive Unit 3 Bay,Welded Model W1 Twin Mobile Drive Unit 3 Bay,,,TD3( 1980H x 915W x 457D),F53,136002,13940,,149943,"216 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
587,STOW1SD4XXX,241,Welded Model W1 Single Static Drive Cover Unit  4 Bay,Welded Model W1 Single Static Drive Cover Unit  4 Bay,,,SD4( 1980H x 915W x 457D),F53,86358,8852,,95210,"217 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
588,STOW1LD4XXX,241,Welded Model W1 Single Last Drive Unit 4 Bay,Welded Model W1 Single Last Drive Unit 4 Bay,,,LD4( 1980H x 915W x 457D),F53,109271,11200,,120471,"218 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
589,STOW1TD4XXX,241,Welded Model W1 Twin Mobile Drive Unit 4 Bay,Welded Model W1 Twin Mobile Drive Unit 4 Bay,,,TD4( 1980H x 915W x 457D),F53,189924,19467,,209391,"219 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
590,STOW1SD5XXX,241,Welded Model W1 Single Static Drive Cover Unit  5 Bay,Welded Model W1 Single Static Drive Cover Unit  5 Bay,,,SD5( 1980H x 915W x 457D),F53,108399,11111,,119510,"220 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
591,STOW1LD5XXX,241,Welded Model W1 Single Last Drive Unit 5 Bay,Welded Model W1 Single Last Drive Unit 5 Bay,,,LD5( 1980H x 915W x 457D),F53,135944,13934,,149878,"221 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
592,STOW1TD5XXX,241,Welded Model W1 Twin Mobile Drive Unit 5 Bay,Welded Model W1 Twin Mobile Drive Unit 5 Bay,,,TD5( 1980H x 915W x 457D),F53,235180,24106,,259286,"222 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
593,STOW1980XXX,241,Welded Model W1 Hinge Door Pair (1980H x 915W),Welded Model W1 Hinge Door Pair (1980H x 915W),,,HD( 1980H x 915W x 457D),F53,4698,482,,5180,"223 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
594,STO15SS1XXX,241,KD Optimizer 15 SS1-Single Static 1 Bay Push Pull Type,KD Optimizer 15 SS1-Single Static 1 Bay Push Pull Type,,KD_Optimizer_img1.jpg,SS1(915 mm W x 381mm D x 1980mm H),F53,17514,1795,,19309," 205 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
595,STO15SL1XXX,241,KD Optimizer 15 SL1-Single Last   1 Bay Push Pull Type,KD Optimizer 15 SL1-Single Last   1 Bay Push Pull Type,,KD_Optimizer_img2.jpg,SL1(915 mm W x 381mm D x 1980mm H),F53,19555,2004,,21559," 206 : Bond White Body, Understruture and Locking Stiffner & Snowbell GREY Drive Cover Unit,  206 : Sesame Beige Body, Understruture and Locking Stiffner & Umbertone Brown Drive Cover Unit",Storage,CAT103,18-07-2015,Suresh,21-03-2016,3:13 PM,21-03-2016 15:14,,1
